"CAND_ID","CAND_ELECTION_YR","FEC_ELECTION_YR","CMTE_ID","CMTE_TP","CMTE_DSGN","LINKAGE_ID","robin_id","display_name","source","target","type","id","dataset","dataset_id","name"
"P00011338","2020","2020","C00701979","P","P","227165","1583206034409669282","P00011338","P00011338","C00701979",,"227165","fec","227165","P00011338"
"P00011361","2019","2020","C00702035","P","A","227194","1583206034409715194","P00011361","P00011361","C00702035",,"227194","fec","227194","P00011361"
"P00011361","2020","2020","C00702035","P","A","227425","1583206034409858370","P00011361","P00011361","C00702035",,"227425","fec","227425","P00011361"
"P00011361","2020","2020","C00724393","P","P","230305","1583206034409335524","P00011361","P00011361","C00724393",,"230305","fec","230305","P00011361"
"P00011361","2019","2020","C00724401","P","P","230302","1583206034409938543","P00011361","P00011361","C00724401",,"230302","fec","230302","P00011361"
"P00011361","2019","2020","C00724393","P","P","230301","1583206034409594266","P00011361","P00011361","C00724393",,"230301","fec","230301","P00011361"
"P00011361","2020","2020","C00724401","P","P","230306","1583206034409554756","P00011361","P00011361","C00724401",,"230306","fec","230306","P00011361"
"P00011379","2020","2020","C00702068","P","P","227166","1583206034409975241","P00011379","P00011379","C00702068",,"227166","fec","227166","P00011379"
"P00011395","2020","2020","C00703512","P","P","227422","1583206034409975373","P00011395","P00011395","C00703512",,"227422","fec","227422","P00011395"
"P00011429","2020","2020","C00702233","P","P","227254","158320603440955718","P00011429","P00011429","C00702233",,"227254","fec","227254","P00011429"
"P00011437","2020","2020","C00702316","P","P","227255","158320603440997079","P00011437","P00011437","C00702316",,"227255","fec","227255","P00011437"
"P00011445","2020","2020","C00702340","P","P","227223","1583206034409727640","P00011445","P00011445","C00702340",,"227223","fec","227223","P00011445"
"P00011452","2020","2020","C00702977","P","P","227290","158320603440929831","P00011452","P00011452","C00702977",,"227290","fec","227290","P00011452"
"P00011460","2020","2020","C00703009","P","P","227256","1583206034409778198","P00011460","P00011460","C00703009",,"227256","fec","227256","P00011460"
"P00011478","2020","2020","C00703223","P","P","227323","1583206034410479264","P00011478","P00011478","C00703223",,"227323","fec","227323","P00011478"
"P00011486","2020","2020","C00708826","P","P","228075","1583206034410311827","P00011486","P00011486","C00708826",,"228075","fec","228075","P00011486"
"P00011486","2020","2020","C00703249","P","A","227324","1583206034410368016","P00011486","P00011486","C00703249",,"227324","fec","227324","P00011486"
"P00011510","2020","2020","C00703264","P","P","227349","1583206034410724628","P00011510","P00011510","C00703264",,"227349","fec","227349","P00011510"
"P00011528","2020","2020","C00707455","P","P","227918","1583206034410905959","P00011528","P00011528","C00707455",,"227918","fec","227918","P00011528"
"P00011569","2020","2020","C00631770","P","P","227423","1583206034411193484","P00011569","P00011569","C00631770",,"227423","fec","227423","P00011569"
"P00011577","2020","2020","C00703728","P","P","227442","1583206034411668106","P00011577","P00011577","C00703728",,"227442","fec","227442","P00011577"
"P00011601","2020","2020","C00703926","O","U","227443","1583206034411308978","P00011601","P00011601","C00703926",,"227443","fec","227443","P00011601"
"P00011619","2020","2020","C00703942","P","P","227465","1583206034411505447","P00011619","P00011619","C00703942",,"227465","fec","227465","P00011619"
"P00011635","2020","2020","C00704023","P","P","227466","1583206034411690174","P00011635","P00011635","C00704023",,"227466","fec","227466","P00011635"
"P00011643","2020","2020","C00704221","P","P","227524","1583206034411983792","P00011643","P00011643","C00704221",,"227524","fec","227524","P00011643"
"P00011650","2020","2020","C00704296","P","P","227490","1583206034411135973","P00011650","P00011650","C00704296",,"227490","fec","227490","P00011650"
"P00011668","2020","2020","C00704346","P","P","227506","1583206034411287399","P00011668","P00011668","C00704346",,"227506","fec","227506","P00011668"
"P00011668","2020","2020","C00704338","P","P","227505","1583206034411831752","P00011668","P00011668","C00704338",,"227505","fec","227505","P00011668"
"P00011676","2020","2020","C00704353","P","P","227507","1583206034411733268","P00011676","P00011676","C00704353",,"227507","fec","227507","P00011676"
"P00011726","2020","2020","C00704627","P","P","227570","1583206034411254204","P00011726","P00011726","C00704627",,"227570","fec","227570","P00011726"
"P00011759","2020","2020","C00704551","P","P","227571","1583206034411573322","P00011759","P00011759","C00704551",,"227571","fec","227571","P00011759"
"P00011767","2020","2020","C00704874","P","P","227572","1583206034411907722","P00011767","P00011767","C00704874",,"227572","fec","227572","P00011767"
"P00011775","2020","2020","C00704940","P","P","227573","1583206034411973905","P00011775","P00011775","C00704940",,"227573","fec","227573","P00011775"
"P00011783","2020","2020","C00706119","P","P","227743","1583206034412638925","P00011783","P00011783","C00706119",,"227743","fec","227743","P00011783"
"P00011791","2020","2020","C00705095","P","P","227612","1583206034412624036","P00011791","P00011791","C00705095",,"227612","fec","227612","P00011791"
"P00011833","2020","2020","C00705186","P","P","227628","1583206034412786650","P00011833","P00011833","C00705186",,"227628","fec","227628","P00011833"
"P00011866","2020","2020","C00704510","P","P","227665","1583206034412205784","P00011866","P00011866","C00704510",,"227665","fec","227665","P00011866"
"P00011874","2020","2020","C00705392","P","P","227888","1583206034412130529","P00011874","P00011874","C00705392",,"227888","fec","227888","P00011874"
"P00011874","2019","2020","C00705392","P","P","227699","1583206034412756044","P00011874","P00011874","C00705392",,"227699","fec","227699","P00011874"
"P00011882","2020","2020","C00705442","P","P","227700","158320603441233425","P00011882","P00011882","C00705442",,"227700","fec","227700","P00011882"
"P00011890","2020","2020","C00705418","P","P","227683","1583206034413823044","P00011890","P00011890","C00705418",,"227683","fec","227683","P00011890"
"P00011908","2020","2020","C00706127","P","P","227722","1583206034413210864","P00011908","P00011908","C00706127",,"227722","fec","227722","P00011908"
"P00011916","2020","2020","C00706531","P","P","227830","1583206034413969024","P00011916","P00011916","C00706531",,"227830","fec","227830","P00011916"
"P00011924","2020","2020","C00706432","P","P","227831","1583206034413509153","P00011924","P00011924","C00706432",,"227831","fec","227831","P00011924"
"P00011940","2020","2020","C00714642","P","P","228891","1583206034413601774","P00011940","P00011940","C00714642",,"228891","fec","228891","P00011940"
"P00011999","2020","2020","C00706416","P","P","227832","1583206034413874986","P00011999","P00011999","C00706416",,"227832","fec","227832","P00011999"
"P00012005","2020","2020","C00706424","P","P","227759","1583206034413776350","P00012005","P00012005","C00706424",,"227759","fec","227759","P00012005"
"P00012021","2020","2020","C00706515","P","P","227760","1583206034413871000","P00012021","P00012021","C00706515",,"227760","fec","227760","P00012021"
"P00012039","2020","2020","C00706572","P","P","227833","158320603441312166","P00012039","P00012039","C00706572",,"227833","fec","227833","P00012039"
"P00012047","2020","2020","C00703405","P","P","227776","1583206034413712245","P00012047","P00012047","C00703405",,"227776","fec","227776","P00012047"
"P00012054","2020","2020","C00706697","P","P","227788","1583206034413227284","P00012054","P00012054","C00706697",,"227788","fec","227788","P00012054"
"P00012088","2020","2020","C00706945","P","A","227848","1583206034413421993","P00012088","P00012088","C00706945",,"227848","fec","227848","P00012088"
"P00012096","2020","2020","C00706978","P","P","227861","1583206034413756068","P00012096","P00012096","C00706978",,"227861","fec","227861","P00012096"
"P00012104","2020","2020","C00708248","P","P","228009","158320603441350490","P00012104","P00012104","C00708248",,"228009","fec","228009","P00012104"
"P00012138","2020","2020","C00707307","P","P","227919","1583206034413293577","P00012138","P00012138","C00707307",,"227919","fec","227919","P00012138"
"P00012146","2020","2020","C00707380","P","P","227920","1583206034414987383","P00012146","P00012146","C00707380",,"227920","fec","227920","P00012146"
"P00012146","2020","2020","C00707406","P","A","227906","1583206034414161270","P00012146","P00012146","C00707406",,"227906","fec","227906","P00012146"
"P00012153","2020","2020","C00707414","P","P","227907","1583206034414657135","P00012153","P00012153","C00707414",,"227907","fec","227907","P00012153"
"P00012161","2020","2020","C00707562","P","P","227934","1583206034414770298","P00012161","P00012161","C00707562",,"227934","fec","227934","P00012161"
"P00012187","2020","2020","C00707802","P","P","227965","1583206034414347888","P00012187","P00012187","C00707802",,"227965","fec","227965","P00012187"
"P00012195","2020","2020","C00707885","P","P","227984","1583206034414225721","P00012195","P00012195","C00707885",,"227984","fec","227984","P00012195"
"P00012203","2020","2020","C00585067","P","P","227985","1583206034414733744","P00012203","P00012203","C00585067",,"227985","fec","227985","P00012203"
"P00012211","2020","2020","C00708024","P","P","227986","1583206034414801357","P00012211","P00012211","C00708024",,"227986","fec","227986","P00012211"
"P00012229","2020","2020","C00708032","P","P","227987","1583206034414669691","P00012229","P00012229","C00708032",,"227987","fec","227987","P00012229"
"P00012245","2020","2020","C00709303","P","P","228157","1583206034414182858","P00012245","P00012245","C00709303",,"228157","fec","228157","P00012245"
"P00012252","2020","2020","C00708461","P","A","228023","1583206034414597473","P00012252","P00012252","C00708461",,"228023","fec","228023","P00012252"
"P00012252","2020","2020","C00708438","P","P","228037","1583206034414385902","P00012252","P00012252","C00708438",,"228037","fec","228037","P00012252"
"P00012278","2020","2020","C00708586","P","P","228039","158320603441484785","P00012278","P00012278","C00708586",,"228039","fec","228039","P00012278"
"P00012286","2020","2020","C00708602","P","P","228055","1583206034414214528","P00012286","P00012286","C00708602",,"228055","fec","228055","P00012286"
"P00012294","2020","2020","C00707919","P","P","228048","1583206034414380034","P00012294","P00012294","C00707919",,"228048","fec","228048","P00012294"
"P00012302","2020","2020","C00708743","P","P","228062","1583206034414310461","P00012302","P00012302","C00708743",,"228062","fec","228062","P00012302"
"P00012310","2020","2020","C00708800","P","P","228063","1583206034414645423","P00012310","P00012310","C00708800",,"228063","fec","228063","P00012310"
"P00012336","2020","2020","C00708925","P","P","228101","1583206034415415459","P00012336","P00012336","C00708925",,"228101","fec","228101","P00012336"
"P00012344","2020","2020","C00709121","P","P","228102","1583206034415205691","P00012344","P00012344","C00709121",,"228102","fec","228102","P00012344"
"P00012351","2020","2020","C00709139","P","P","228132","158320603441543525","P00012351","P00012351","C00709139",,"228132","fec","228132","P00012351"
"P00012369","2020","2020","C00709154","P","P","228120","1583206034415675383","P00012369","P00012369","C00709154",,"228120","fec","228120","P00012369"
"P00012377","2020","2020","C00709246","P","P","228121","158320603441545090","P00012377","P00012377","C00709246",,"228121","fec","228121","P00012377"
"P00012385","2020","2020","C00709253","P","A","228122","1583206034415314563","P00012385","P00012385","C00709253",,"228122","fec","228122","P00012385"
"P00012385","2020","2020","C00709626","P","P","228194","1583206034415546327","P00012385","P00012385","C00709626",,"228194","fec","228194","P00012385"
"P00012393","2020","2020","C00710020","P","P","228257","15832060344159299","P00012393","P00012393","C00710020",,"228257","fec","228257","P00012393"
"P00012401","2020","2020","C00709428","P","P","228163","1583206034415309720","P00012401","P00012401","C00709428",,"228163","fec","228163","P00012401"
"P00012419","2020","2020","C00709402","P","P","228144","1583206034415220274","P00012419","P00012419","C00709402",,"228144","fec","228144","P00012419"
"P00012427","2020","2020","C00711812","P","P","228537","1583206034415235526","P00012427","P00012427","C00711812",,"228537","fec","228537","P00012427"
"P00012435","2020","2020","C00709568","P","P","228164","1583206034415570618","P00012435","P00012435","C00709568",,"228164","fec","228164","P00012435"
